transaction_id,customer_id,transaction_date,channel,status,amount,cost,gross_profit
T0022535,C001959,2021-04-12,Web,Completed,482.26,257.12,225.14
T0003525,C001822,2021-04-12,Mobile,Completed,29.15,11.56,17.589999999999996
T0038509,C009808,2021-04-12,Store,Completed,297.08,109.92,187.15999999999997
T0026561,C005180,2021-04-12,Web,Completed,30.7,12.05,18.65
T0002026,C002625,2021-04-12,Store,Completed,283.04,137.14,145.90000000000003
T0045887,C004261,2021-04-12,Web,Completed,305.26,131.28,173.98
T0028223,C008762,2021-04-12,Partner,Completed,300.5,92.57,207.93
T0042315,C000961,2021-04-12,Mobile,Completed,180.13,71.82,108.31
T0011373,C009362,2021-04-12,Mobile,Completed,124.89,54.47,70.42
T0028298,C000937,2021-04-12,Partner,Cancelled,438.66,279.25,159.41000000000003
T0041662,C008130,2021-04-12,Mobile,Completed,116.19,49.2,66.99
T0045861,C006593,2021-04-12,Mobile,Returned,177.55,79.44,98.11000000000001
T0006820,C004123,2021-04-13,Web,Completed,407.33,163.89,243.44
T0043902,C003079,2021-04-13,Web,Completed,128.47,81.23,47.239999999999995
T0030882,C005584,2021-04-13,Partner,Returned,58.66,21.94,36.72
T0036379,C004480,2021-04-13,Partner,Completed,105.7,54.73,50.970000000000006
T0047957,C002352,2021-04-13,Web,Cancelled,87.86,52.95,34.91
T0012794,C007595,2021-04-13,Mobile,Completed,137.7,56.13,81.57
T0046221,C003215,2021-04-13,Mobile,Completed,276.27,119.24,157.02999999999997
T0045584,C008843,2021-04-13,Web,Returned,132.67,49.36,83.30999999999999
T0004469,C004228,2021-04-13,Web,Completed,239.01,94.51,144.5
T0011728,C003816,2021-04-13,Web,Completed,126.73,50.81,75.92
T0041858,C005313,2021-04-13,Mobile,Completed,213.51,73.31,140.2
T0023531,C006549,2021-04-13,Store,Completed,277.94,168.31,109.63
T0004918,C005503,2021-04-13,Web,Completed,38.49,20.93,17.560000000000002
T0005696,C002941,2021-04-13,Mobile,Completed,341.69,127.86,213.82999999999998
T0035453,C004356,2021-04-13,Mobile,Completed,440.47,187.69,252.78000000000003
T0038693,C000046,2021-04-13,Partner,Completed,450.37,200.69,249.68
T0037242,C003470,2021-04-13,Web,Returned,343.63,124.29,219.33999999999997
T0005925,C009535,2021-04-13,Mobile,Completed,192.78,106.48,86.3
T0039907,C002481,2021-04-13,Mobile,Completed,429.03,236.75,192.27999999999997
T0002067,C000418,2021-04-14,Mobile,Completed,208.92,145.56,63.359999999999985
T0015042,C005062,2021-04-14,Store,Completed,18.08,12.01,6.0699999999999985
T0000754,C002580,2021-04-14,Partner,Returned,233.75,87.06,146.69
T0031504,C008464,2021-04-14,Mobile,Completed,214.47,121.04,93.42999999999999
T0027966,C001532,2021-04-14,Mobile,Completed,227.67,103.54,124.12999999999998
T0028597,C008099,2021-04-14,Web,Completed,248.87,158.98,89.89000000000001
T0049430,C000573,2021-04-14,Web,Returned,235.6,153.13,82.47
T0048963,C001869,2021-04-14,Mobile,Completed,330.13,152.92,177.21
T0008146,C003424,2021-04-14,Partner,Completed,204.56,131.96,72.6
T0022797,C008209,2021-04-14,Partner,Completed,123.74,86.31,37.42999999999999
T0033586,C005213,2021-04-14,Web,Completed,249.06,169.32,79.74000000000001
T0040553,C006755,2021-04-14,Store,Completed,215.69,84.01,131.68
T0005237,C007588,2021-04-14,Web,Returned,388.58,208.53,180.04999999999998
T0017100,C009660,2021-04-14,Partner,Completed,417.18,176.1,241.08
T0010412,C007040,2021-04-14,Partner,Completed,149.42,45.31,104.10999999999999
T0023250,C008126,2021-04-14,Mobile,Cancelled,331.36,210.5,120.86000000000001
T0045069,C007572,2021-04-14,Web,Completed,80.65,42.0,38.650000000000006
T0044710,C004146,2021-04-14,Web,Cancelled,409.55,192.05,217.5
T0037981,C000624,2021-04-14,Web,Completed,56.72,24.12,32.599999999999994
T0034613,C009173,2021-04-14,Store,Completed,192.49,79.76,112.73
T0044001,C008281,2021-04-14,Store,Completed,234.81,140.22,94.59
T0010588,C006324,2021-04-14,Mobile,Returned,265.97,150.77,115.20000000000002
T0004625,C004816,2021-04-15,Web,Cancelled,105.26,72.38,32.88000000000001
T0047425,C003913,2021-04-15,Store,Completed,383.14,242.9,140.23999999999998
T0000191,C008579,2021-04-15,Store,Returned,209.18,120.66,88.52000000000001
T0033794,C006523,2021-04-15,Web,Cancelled,56.07,37.07,19.0
T0008519,C000663,2021-04-15,Web,Returned,267.7,98.29,169.40999999999997
T0011124,C000217,2021-04-15,Mobile,Completed,78.75,27.44,51.31
T0014391,C005629,2021-04-15,Mobile,Returned,332.42,153.91,178.51000000000002
T0039289,C009490,2021-04-15,Store,Completed,398.39,248.2,150.19
T0022746,C000821,2021-04-15,Store,Completed,263.35,84.03,179.32000000000002
T0010942,C006667,2021-04-15,Web,Returned,217.22,89.31,127.91
T0048571,C005526,2021-04-15,Web,Returned,394.88,249.34,145.54
T0025358,C007299,2021-04-15,Mobile,Completed,302.53,193.56,108.96999999999997
T0035164,C002044,2021-04-15,Web,Completed,496.82,283.29,213.52999999999997
T0012164,C002127,2021-04-16,Web,Completed,48.17,23.97,24.200000000000003
T0044763,C007072,2021-04-16,Mobile,Cancelled,105.4,48.15,57.25000000000001
T0015036,C008532,2021-04-16,Partner,Completed,355.17,140.45,214.72000000000003
T0008886,C003554,2021-04-16,Store,Completed,380.75,225.01,155.74
T0048855,C007001,2021-04-16,Web,Completed,47.09,26.94,20.150000000000002
T0022459,C006555,2021-04-16,Web,Completed,93.21,38.57,54.63999999999999
T0005962,C006661,2021-04-16,Store,Completed,219.41,66.08,153.32999999999998
T0028521,C006304,2021-04-16,Web,Completed,343.13,202.38,140.75
T0012031,C005785,2021-04-16,Web,Completed,64.41,30.02,34.39
T0001304,C000611,2021-04-16,Store,Completed,23.57,10.58,12.99
T0045575,C007774,2021-04-16,Web,Completed,389.4,202.08,187.31999999999996
T0048675,C001397,2021-04-16,Web,Cancelled,99.24,63.97,35.269999999999996
T0028946,C002801,2021-04-16,Mobile,Completed,251.36,141.39,109.97000000000003
T0033592,C008230,2021-04-16,Web,Returned,450.4,257.52,192.88
T0021245,C002982,2021-04-16,Store,Completed,86.69,32.74,53.949999999999996
T0011936,C002694,2021-04-16,Web,Completed,359.1,223.22,135.88000000000002
T0037344,C003456,2021-04-16,Mobile,Completed,426.69,158.18,268.51
T0024201,C005126,2021-04-16,Web,Completed,303.4,149.45,153.95
T0041677,C004030,2021-04-16,Web,Completed,394.31,178.42,215.89000000000001
T0045164,C001132,2021-04-16,Web,Completed,314.64,153.04,161.6
T0045883,C006047,2021-04-17,Mobile,Completed,225.33,87.63,137.70000000000002
T0046035,C008991,2021-04-17,Store,Completed,94.8,63.59,31.209999999999994
T0044120,C008089,2021-04-17,Mobile,Completed,241.8,130.49,111.31
T0016675,C003788,2021-04-17,Web,Completed,457.46,164.97,292.49
T0043087,C009523,2021-04-17,Partner,Completed,466.42,242.46,223.96
T0000125,C009039,2021-04-17,Web,Completed,358.74,113.57,245.17000000000002
T0043077,C007352,2021-04-17,Web,Completed,267.09,116.35,150.73999999999998
T0040326,C001844,2021-04-17,Mobile,Returned,301.05,207.76,93.29000000000002
T0039368,C001119,2021-04-17,Store,Completed,70.05,31.64,38.41
T0045192,C003278,2021-04-17,Web,Completed,347.56,166.97,180.59
T0005090,C002516,2021-04-17,Store,Completed,134.32,45.98,88.34
T0023888,C001251,2021-04-17,Store,Completed,87.36,48.91,38.45
T0022817,C000868,2021-04-17,Mobile,Completed,211.22,78.59,132.63
T0020024,C002342,2021-04-17,Mobile,Completed,363.69,138.39,225.3
T0049831,C000755,2021-04-17,Web,Completed,303.57,196.82,106.75
T0021305,C001295,2021-04-17,Web,Completed,268.48,130.04,138.44000000000003
T0048251,C008277,2021-04-17,Mobile,Completed,123.28,41.02,82.25999999999999
T0006426,C001453,2021-04-17,Partner,Completed,18.44,12.11,6.330000000000002
T0047027,C007145,2021-04-17,Web,Completed,485.24,267.53,217.71000000000004
T0041987,C006430,2021-04-17,Mobile,Completed,49.54,34.35,15.189999999999998
T0045049,C005311,2021-04-17,Web,Completed,468.89,220.68,248.20999999999998
T0031564,C009408,2021-04-18,Partner,Completed,85.57,33.32,52.24999999999999
T0028420,C002679,2021-04-18,Store,Returned,15.8,7.04,8.760000000000002
T0013348,C008617,2021-04-18,Web,Completed,402.35,206.28,196.07000000000002
T0012646,C001855,2021-04-18,Mobile,Completed,254.85,143.19,111.66
T0019474,C004719,2021-04-18,Store,Completed,400.48,199.22,201.26000000000002
T0042761,C007969,2021-04-18,Store,Completed,357.96,218.87,139.08999999999997
T0002111,C007005,2021-04-18,Web,Completed,385.37,188.12,197.25
T0043784,C005289,2021-04-18,Store,Completed,93.99,52.4,41.589999999999996
T0037443,C004884,2021-04-18,Mobile,Completed,296.66,137.37,159.29000000000002
T0008078,C007590,2021-04-18,Web,Completed,370.65,203.71,166.93999999999997
T0038844,C000911,2021-04-18,Web,Completed,136.68,71.93,64.75
T0048135,C007357,2021-04-18,Mobile,Completed,397.5,146.08,251.42
T0045594,C004379,2021-04-18,Mobile,Completed,456.57,210.02,246.54999999999998
T0023749,C007306,2021-04-18,Store,Returned,352.39,213.26,139.13
T0011758,C003693,2021-04-18,Store,Completed,116.55,80.83,35.72
T0043144,C000274,2021-04-18,Web,Completed,331.8,165.33,166.47
T0026753,C001751,2021-04-18,Web,Cancelled,304.71,202.55,102.15999999999997
T0048327,C003826,2021-04-18,Store,Completed,191.93,102.25,89.68
T0009400,C000864,2021-04-18,Mobile,Completed,114.59,61.04,53.550000000000004
T0006949,C002747,2021-04-18,Store,Completed,14.61,5.61,9.0
T0019227,C000033,2021-04-18,Web,Completed,292.5,165.56,126.94
T0025247,C007345,2021-04-18,Mobile,Completed,170.02,105.96,64.06000000000002
T0016900,C001331,2021-04-18,Mobile,Completed,352.97,116.76,236.21000000000004
T0024997,C002555,2021-04-18,Web,Completed,388.33,167.71,220.61999999999998
T0049720,C000517,2021-04-19,Partner,Completed,78.24,50.25,27.989999999999995
T0000431,C005841,2021-04-19,Mobile,Completed,390.07,170.2,219.87
T0046702,C003309,2021-04-19,Web,Completed,48.52,18.23,30.290000000000003
T0018446,C008079,2021-04-19,Web,Completed,304.27,170.87,133.39999999999998
T0037948,C002861,2021-04-19,Mobile,Completed,150.45,83.37,67.07999999999998
T0043569,C001364,2021-04-19,Web,Cancelled,231.69,147.66,84.03
T0026919,C009002,2021-04-19,Store,Completed,415.52,202.62,212.89999999999998
T0024697,C003985,2021-04-19,Partner,Completed,34.1,10.3,23.8
T0038237,C009938,2021-04-19,Store,Completed,12.01,8.32,3.6899999999999995
T0005166,C005254,2021-04-19,Web,Completed,67.91,31.84,36.06999999999999
T0013867,C002557,2021-04-19,Web,Completed,119.71,54.64,65.07
T0033377,C000748,2021-04-19,Web,Completed,463.16,315.89,147.27000000000004
T0039021,C004509,2021-04-19,Mobile,Completed,394.81,127.66,267.15
T0033212,C009297,2021-04-19,Mobile,Completed,77.83,46.57,31.259999999999998
T0042178,C005044,2021-04-19,Mobile,Completed,319.1,153.28,165.82000000000002
T0006059,C008438,2021-04-19,Web,Returned,30.6,17.33,13.270000000000003
T0017054,C000688,2021-04-19,Web,Completed,404.66,245.32,159.34000000000003
T0028324,C006528,2021-04-19,Web,Completed,295.96,170.17,125.78999999999999
T0045215,C009562,2021-04-19,Store,Completed,428.27,240.94,187.32999999999998
T0028792,C003919,2021-04-19,Mobile,Completed,410.38,281.48,128.89999999999998
T0033039,C005035,2021-04-19,Web,Completed,13.58,5.63,7.95
T0003087,C007085,2021-04-19,Web,Completed,73.37,22.29,51.080000000000005
T0037769,C000748,2021-04-19,Web,Completed,287.81,184.93,102.88
T0005836,C001733,2021-04-19,Web,Completed,157.53,55.84,101.69
T0024632,C006628,2021-04-19,Partner,Completed,481.72,272.79,208.93
T0004144,C007303,2021-04-19,Partner,Completed,222.2,94.41,127.78999999999999
T0048520,C000235,2021-04-20,Store,Completed,372.07,241.18,130.89
T0023973,C002306,2021-04-20,Web,Completed,117.9,77.53,40.370000000000005
T0029711,C000053,2021-04-20,Web,Completed,276.02,134.13,141.89
T0020583,C006590,2021-04-20,Web,Returned,221.51,108.5,113.00999999999999
T0027515,C002155,2021-04-20,Web,Completed,225.89,123.88,102.00999999999999
T0026628,C005428,2021-04-20,Store,Completed,299.96,201.02,98.93999999999997
T0024544,C000204,2021-04-20,Web,Returned,321.48,103.79,217.69
T0019394,C009428,2021-04-20,Web,Completed,193.99,112.72,81.27000000000001
T0038887,C002311,2021-04-20,Mobile,Completed,84.93,39.45,45.480000000000004
T0021594,C002115,2021-04-20,Web,Completed,267.08,181.23,85.85
T0024073,C001555,2021-04-20,Mobile,Completed,445.57,257.32,188.25
T0048127,C008354,2021-04-20,Store,Completed,248.39,83.66,164.73
T0026405,C009634,2021-04-20,Web,Cancelled,451.23,236.91,214.32000000000002
T0018623,C005092,2021-04-20,Partner,Returned,140.12,58.8,81.32000000000001
T0015723,C001998,2021-04-20,Web,Completed,19.84,13.2,6.640000000000001
T0001626,C007624,2021-04-21,Mobile,Completed,73.28,36.92,36.36
T0028138,C007248,2021-04-21,Store,Completed,249.22,86.56,162.66
T0045259,C007044,2021-04-21,Mobile,Completed,496.91,149.67,347.24
T0033189,C008470,2021-04-21,Web,Cancelled,248.23,78.26,169.96999999999997
T0047775,C004015,2021-04-21,Partner,Completed,161.02,74.04,86.98
T0004156,C006994,2021-04-21,Partner,Returned,437.24,284.17,153.07
T0041623,C007356,2021-04-21,Web,Completed,168.92,77.38,91.53999999999999
T0041283,C003457,2021-04-21,Mobile,Completed,113.08,59.86,53.22
T0049860,C002093,2021-04-21,Store,Completed,334.37,146.54,187.83
T0048065,C005922,2021-04-21,Web,Completed,405.49,200.44,205.05
T0039654,C000288,2021-04-21,Web,Returned,469.52,223.8,245.71999999999997
T0043966,C004858,2021-04-21,Partner,Cancelled,14.2,4.87,9.329999999999998
T0024652,C006190,2021-04-21,Web,Completed,468.68,245.4,223.28
T0025176,C001258,2021-04-21,Store,Completed,120.15,46.39,73.76
T0032803,C008817,2021-04-21,Store,Completed,142.46,96.38,46.08000000000001
T0014727,C005325,2021-04-21,Web,Completed,60.9,39.41,21.490000000000002
T0026535,C006499,2021-04-21,Web,Completed,125.51,40.05,85.46000000000001
T0028103,C006636,2021-04-21,Store,Returned,22.76,13.8,8.96
T0044357,C009686,2021-04-22,Web,Cancelled,373.68,132.92,240.76000000000002
T0025186,C008085,2021-04-22,Mobile,Cancelled,103.08,61.41,41.67
T0019051,C009727,2021-04-22,Web,Cancelled,472.48,260.67,211.81
T0034148,C009953,2021-04-22,Web,Completed,189.95,93.56,96.38999999999999
T0025883,C004180,2021-04-22,Mobile,Completed,346.65,108.43,238.21999999999997
T0013555,C004904,2021-04-22,Mobile,Completed,211.29,73.09,138.2
T0003497,C001307,2021-04-22,Web,Completed,427.28,131.26,296.02
T0026294,C000957,2021-04-22,Store,Completed,305.72,177.31,128.41000000000003
T0048830,C008988,2021-04-22,Web,Completed,324.26,144.27,179.98999999999998
T0008057,C002732,2021-04-22,Mobile,Completed,110.76,68.2,42.56
T0009470,C009951,2021-04-22,Store,Completed,270.58,99.85,170.73
T0027191,C001380,2021-04-22,Web,Completed,447.93,151.5,296.43
T0033275,C006748,2021-04-22,Store,Completed,291.74,116.83,174.91000000000003
T0000600,C000327,2021-04-22,Mobile,Returned,224.99,125.68,99.31
T0033595,C007278,2021-04-22,Web,Completed,85.77,58.26,27.509999999999998
T0033754,C004888,2021-04-22,Web,Cancelled,27.44,9.15,18.29
T0042251,C003076,2021-04-22,Mobile,Completed,162.25,110.65,51.599999999999994
T0047887,C004597,2021-04-23,Web,Completed,298.37,104.32,194.05
T0046452,C003990,2021-04-23,Mobile,Returned,475.25,316.74,158.51
T0003362,C009079,2021-04-23,Web,Completed,244.13,86.71,157.42000000000002
T0014982,C006784,2021-04-23,Store,Completed,217.85,119.85,98.0
T0035261,C003936,2021-04-23,Store,Completed,78.83,51.11,27.72
T0049110,C007902,2021-04-23,Mobile,Cancelled,89.42,32.66,56.760000000000005
T0010878,C009854,2021-04-23,Mobile,Returned,29.98,18.21,11.77
T0035796,C007464,2021-04-23,Web,Completed,182.86,58.83,124.03000000000002
T0030828,C004255,2021-04-23,Web,Completed,154.32,98.37,55.94999999999999
T0002442,C000587,2021-04-23,Store,Completed,110.62,35.66,74.96000000000001
T0036482,C004091,2021-04-23,Web,Completed,368.11,246.37,121.74000000000001
T0022636,C006518,2021-04-23,Web,Completed,473.3,167.38,305.92
T0018189,C001974,2021-04-23,Mobile,Completed,465.33,320.54,144.78999999999996
T0048372,C006812,2021-04-23,Web,Completed,272.13,133.29,138.84
T0037800,C002031,2021-04-23,Mobile,Completed,318.3,104.18,214.12
T0004808,C005618,2021-04-23,Web,Completed,231.69,106.05,125.64
T0000408,C001357,2021-04-23,Web,Completed,200.26,112.56,87.69999999999999
T0043053,C000050,2021-04-23,Web,Completed,47.91,29.51,18.399999999999995
T0018086,C008236,2021-04-23,Partner,Completed,295.94,202.47,93.47
T0029549,C000518,2021-04-23,Partner,Completed,247.44,149.56,97.88
T0023344,C000431,2021-04-23,Mobile,Returned,16.31,9.28,7.029999999999999
T0040582,C002004,2021-04-23,Partner,Completed,77.88,52.58,25.299999999999997
T0033563,C007736,2021-04-24,Web,Completed,17.82,6.3,11.52
T0012101,C008988,2021-04-24,Mobile,Returned,422.05,213.01,209.04000000000002
T0012740,C009741,2021-04-24,Web,Completed,338.02,185.9,152.11999999999998
T0004242,C007515,2021-04-24,Store,Completed,94.88,48.71,46.169999999999995
T0036826,C004192,2021-04-24,Web,Completed,204.54,108.13,96.41
T0033985,C001844,2021-04-24,Mobile,Cancelled,25.55,13.11,12.440000000000001
T0008907,C000892,2021-04-24,Store,Completed,13.74,6.3,7.44
T0008801,C008334,2021-04-24,Web,Completed,166.4,103.35,63.05000000000001
T0038474,C002674,2021-04-24,Mobile,Returned,231.56,78.2,153.36
T0030020,C004090,2021-04-24,Mobile,Completed,414.38,194.73,219.65
T0048029,C001058,2021-04-24,Web,Completed,192.79,59.72,133.07
T0029292,C008843,2021-04-24,Store,Completed,220.79,107.7,113.08999999999999
T0044761,C009292,2021-04-24,Store,Completed,196.81,65.02,131.79000000000002
T0028008,C009550,2021-04-24,Store,Returned,228.65,80.68,147.97
T0008181,C004711,2021-04-24,Web,Completed,282.37,162.04,120.33000000000001
T0015340,C004029,2021-04-24,Mobile,Completed,201.39,115.4,85.98999999999998
T0046224,C004866,2021-04-24,Mobile,Completed,71.47,47.68,23.79
T0037950,C006520,2021-04-24,Partner,Completed,24.16,16.35,7.809999999999999
T0037498,C005240,2021-04-24,Store,Completed,426.45,244.94,181.51
T0043369,C005277,2021-04-25,Store,Completed,457.28,191.37,265.90999999999997
T0027161,C009071,2021-04-25,Web,Cancelled,78.6,24.73,53.86999999999999
T0011296,C007816,2021-04-25,Mobile,Returned,92.42,61.15,31.270000000000003
T0028094,C007119,2021-04-25,Mobile,Completed,98.97,49.17,49.8
T0040218,C002407,2021-04-25,Mobile,Completed,46.55,18.54,28.009999999999998
T0029415,C000528,2021-04-25,Mobile,Completed,252.05,148.15,103.9
T0018373,C005056,2021-04-25,Mobile,Completed,223.65,75.95,147.7
T0044034,C008676,2021-04-25,Store,Completed,239.94,143.5,96.44
T0029103,C000421,2021-04-25,Mobile,Completed,354.34,230.6,123.73999999999998
T0008967,C006996,2021-04-25,Mobile,Completed,361.3,250.75,110.55000000000001
T0023202,C004996,2021-04-25,Store,Completed,413.95,240.88,173.07
T0013628,C004122,2021-04-25,Mobile,Completed,292.86,148.31,144.55
T0025580,C007099,2021-04-25,Mobile,Completed,14.04,9.34,4.699999999999999
T0047309,C007800,2021-04-25,Web,Returned,418.98,193.47,225.51000000000002
T0007401,C001478,2021-04-25,Web,Completed,151.69,97.0,54.69
T0004112,C005685,2021-04-25,Web,Completed,382.44,153.4,229.04
T0004119,C006880,2021-04-25,Store,Completed,342.19,128.84,213.35
T0015557,C001582,2021-04-25,Web,Returned,484.87,163.69,321.18
T0029968,C008614,2021-04-25,Web,Cancelled,31.29,12.72,18.57
T0040550,C002819,2021-04-25,Web,Cancelled,286.89,110.06,176.82999999999998
T0015180,C009099,2021-04-25,Store,Completed,48.08,14.79,33.29
T0015924,C007273,2021-04-25,Mobile,Completed,282.61,162.62,119.99000000000001
T0010827,C009799,2021-04-26,Mobile,Completed,347.81,150.15,197.66
T0002499,C008824,2021-04-26,Store,Completed,289.32,132.63,156.69
T0007195,C008096,2021-04-26,Partner,Completed,102.62,69.23,33.39
T0000841,C007145,2021-04-26,Mobile,Completed,383.34,207.7,175.64
T0021178,C007713,2021-04-26,Web,Completed,395.67,276.64,119.03000000000003
T0047337,C007940,2021-04-26,Web,Completed,110.9,38.11,72.79
T0033485,C003942,2021-04-26,Web,Completed,211.04,119.5,91.53999999999999
T0026972,C000878,2021-04-26,Web,Completed,47.93,31.11,16.82
T0040203,C009167,2021-04-26,Web,Completed,401.74,218.46,183.28
T0034707,C006908,2021-04-26,Partner,Completed,401.13,253.05,148.07999999999998
T0020097,C002277,2021-04-26,Mobile,Completed,75.27,38.5,36.769999999999996
T0039450,C000430,2021-04-26,Web,Returned,242.21,147.43,94.78
T0044376,C008728,2021-04-26,Web,Completed,423.53,151.2,272.33
T0012206,C006412,2021-04-26,Mobile,Completed,74.43,49.29,25.140000000000008
T0043256,C003795,2021-04-26,Mobile,Completed,74.96,22.53,52.42999999999999
T0011246,C007361,2021-04-26,Partner,Returned,57.69,35.93,21.759999999999998
T0036067,C000797,2021-04-26,Web,Cancelled,376.54,218.15,158.39000000000001
T0041513,C002418,2021-04-26,Web,Completed,261.38,168.7,92.68
T0000703,C008851,2021-04-26,Store,Completed,291.82,190.59,101.22999999999999
T0016199,C003382,2021-04-27,Mobile,Returned,491.4,335.16,156.23999999999995
T0002954,C001107,2021-04-27,Store,Completed,165.62,89.76,75.86
T0042341,C002256,2021-04-27,Web,Completed,391.09,150.57,240.51999999999998
T0043812,C006067,2021-04-27,Mobile,Returned,125.09,55.75,69.34
T0013840,C008463,2021-04-27,Web,Completed,29.56,17.68,11.879999999999999
T0016392,C008114,2021-04-27,Mobile,Completed,69.68,33.67,36.010000000000005
T0025576,C005195,2021-04-27,Mobile,Completed,422.44,247.22,175.22
T0035426,C009940,2021-04-27,Web,Completed,496.43,196.78,299.65
T0015820,C009720,2021-04-27,Mobile,Completed,178.54,120.84,57.69999999999999
T0010926,C001555,2021-04-27,Store,Completed,95.25,29.83,65.42
T0030608,C005979,2021-04-27,Mobile,Completed,168.6,91.41,77.19
T0048791,C000407,2021-04-27,Web,Completed,111.19,66.56,44.629999999999995
T0044902,C004042,2021-04-27,Web,Completed,116.28,78.84,37.44
T0010238,C004149,2021-04-27,Web,Returned,301.7,156.8,144.89999999999998
T0037222,C003098,2021-04-27,Store,Completed,403.62,131.04,272.58000000000004
T0003783,C005630,2021-04-28,Store,Completed,207.82,82.4,125.41999999999999
T0002494,C001671,2021-04-28,Web,Completed,145.06,90.41,54.650000000000006
T0003866,C009379,2021-04-28,Store,Completed,347.87,164.37,183.5
T0010046,C000043,2021-04-28,Mobile,Completed,408.52,163.89,244.63
T0027944,C004764,2021-04-28,Store,Completed,283.58,130.24,153.33999999999997
T0026322,C002323,2021-04-28,Partner,Completed,398.52,269.1,129.41999999999996
T0014557,C003761,2021-04-28,Web,Completed,128.79,78.42,50.36999999999999
T0041808,C004370,2021-04-28,Store,Completed,158.65,67.65,91.0
T0036454,C001980,2021-04-28,Mobile,Completed,87.39,51.75,35.64
T0018490,C008074,2021-04-28,Mobile,Completed,441.08,259.18,181.89999999999998
T0034769,C009412,2021-04-28,Web,Completed,147.68,95.27,52.41000000000001
T0047364,C006505,2021-04-28,Partner,Completed,42.66,14.1,28.559999999999995
T0018502,C005611,2021-04-28,Mobile,Returned,338.07,203.18,134.89
T0028380,C003763,2021-04-28,Mobile,Completed,233.57,116.61,116.96
T0036370,C002754,2021-04-28,Mobile,Completed,30.69,19.08,11.610000000000003
T0005522,C003193,2021-04-28,Web,Returned,159.53,99.67,59.86
T0000452,C001719,2021-04-28,Web,Cancelled,86.78,29.64,57.14
T0009705,C009990,2021-04-29,Mobile,Completed,282.23,98.9,183.33
T0038327,C008948,2021-04-29,Web,Completed,58.3,22.53,35.769999999999996
T0010901,C006124,2021-04-29,Store,Completed,79.44,30.25,49.19
T0034536,C002490,2021-04-29,Web,Completed,428.36,266.73,161.63
T0049050,C007203,2021-04-29,Store,Cancelled,197.59,70.78,126.81
T0006389,C000467,2021-04-29,Store,Completed,266.3,169.42,96.88000000000002
T0015537,C000158,2021-04-29,Web,Completed,184.52,58.27,126.25
T0049237,C004229,2021-04-29,Store,Completed,287.33,180.08,107.24999999999997
T0045597,C004903,2021-04-29,Store,Completed,91.97,56.88,35.089999999999996
T0026758,C006251,2021-04-29,Web,Returned,403.96,187.0,216.95999999999998
T0008643,C003777,2021-04-29,Web,Completed,433.94,158.87,275.07
T0016246,C005998,2021-04-29,Web,Completed,240.54,133.19,107.35
T0018244,C005678,2021-04-29,Mobile,Completed,429.64,186.24,243.39999999999998
T0005882,C002471,2021-04-29,Partner,Completed,362.31,231.88,130.43
T0019157,C007487,2021-04-29,Web,Returned,53.16,21.03,32.129999999999995
T0018648,C008548,2021-04-30,Mobile,Completed,216.65,130.64,86.01000000000002
T0018563,C001366,2021-04-30,Mobile,Completed,392.92,179.91,213.01000000000002
T0040144,C005111,2021-04-30,Mobile,Completed,28.81,18.58,10.23
T0029625,C000846,2021-04-30,Store,Completed,434.15,236.13,198.01999999999998
T0010739,C009805,2021-04-30,Web,Completed,391.46,119.04,272.41999999999996
T0042237,C001470,2021-04-30,Store,Returned,295.9,133.9,161.99999999999997
T0035798,C000911,2021-04-30,Web,Completed,309.82,158.12,151.7
T0012067,C001845,2021-04-30,Mobile,Completed,364.27,171.01,193.26
T0022882,C007001,2021-04-30,Web,Returned,402.97,198.88,204.09000000000003
T0024454,C006175,2021-04-30,Store,Completed,196.71,121.3,75.41000000000001
T0039819,C009557,2021-04-30,Mobile,Completed,191.68,95.13,96.55000000000001
T0024565,C000316,2021-04-30,Mobile,Completed,375.5,117.91,257.59000000000003
T0026519,C006387,2021-04-30,Store,Completed,238.47,151.81,86.66
T0026630,C002433,2021-04-30,Mobile,Completed,393.88,269.27,124.61000000000001
T0048638,C007221,2021-04-30,Web,Completed,80.86,35.59,45.269999999999996
T0001414,C001755,2021-04-30,Mobile,Completed,319.48,135.61,183.87
T0010811,C008885,2021-04-30,Partner,Completed,172.56,96.55,76.01
T0044452,C000155,2021-04-30,Mobile,Completed,435.02,190.84,244.17999999999998
T0004346,C009847,2021-04-30,Store,Completed,408.33,280.79,127.53999999999996
T0030444,C005619,2021-04-30,Mobile,Returned,128.81,40.16,88.65
T0017026,C007021,2021-04-30,Partner,Returned,98.94,54.14,44.8
T0043833,C003683,2021-04-30,Mobile,Completed,441.56,169.47,272.09000000000003
T0029156,C005490,2021-04-30,Mobile,Completed,151.0,83.08,67.92
T0011258,C005183,2021-05-01,Mobile,Completed,43.11,25.82,17.29
T0029957,C007895,2021-05-01,Mobile,Completed,312.36,157.5,154.86
T0016921,C007239,2021-05-01,Mobile,Completed,420.98,132.35,288.63
T0025180,C001455,2021-05-01,Mobile,Completed,20.72,11.46,9.259999999999998
T0020568,C003916,2021-05-01,Partner,Completed,212.86,64.38,148.48000000000002
T0004518,C006919,2021-05-01,Partner,Completed,302.8,130.46,172.34
T0014726,C009024,2021-05-01,Mobile,Completed,401.77,270.68,131.08999999999997
T0035537,C002858,2021-05-01,Mobile,Completed,70.11,27.65,42.46
